"","Name","classId","MeshClass"
"2108","Ibuprofen","D018712","Analgesics, Non-Narcotic"
"2109","Novobiocin","D000900","Anti-Bacterial Agents"
"2110","Novobiocin","D004791","Enzyme Inhibitors"
"2111","Novobiocin","D019384","Nucleic Acid Synthesis Inhibitors"
"2112","Nitrendipine","D000959","Antihypertensive Agents"
"2113","Nitrendipine","D002121","Calcium Channel Blockers"
"2114","Nitrendipine","D014665","Vasodilator Agents"
"2115","Tocainide","D000889","Anti-Arrhythmia Agents"
"2116","Tocainide","D061567","Voltage-Gated Sodium Channel Blockers"
"2117","Praziquantel","D000871","Anthelmintics"
"2118","Norfloxacin","D000900","Anti-Bacterial Agents"
"2119","Norfloxacin","D004791","Enzyme Inhibitors"
"2120","Norfloxacin","D059005","Topoisomerase II Inhibitors"
"2121","Amoxicillin","D000900","Anti-Bacterial Agents"
"2122","Azlocillin","D000900","Anti-Bacterial Agents"
"2123","oxybutynin","D010276","Parasympatholytics"
"2124","oxybutynin","D018727","Muscarinic Antagonists"
"2125","oxybutynin","D064804","Urological Agents"
"2126","Melatonin","D000975","Antioxidants"
"2127","Melatonin","D002492","Central Nervous System Depressants"
"2128","cefditoren","D000900","Anti-Bacterial Agents"
"2129","Glipizide","D007004","Hypoglycemic Agents"
"2130","Clonazepam","D000927","Anticonvulsants"
"2131","Clonazepam","D018757","GABA Modulators"
"2132","Promethazine","D000982","Antipruritics"
"2133","Promethazine","D006634","Histamine H1 Antagonists"
"2134","Promethazine","D018926","Anti-Allergic Agents"
"2135","Dihydrotachysterol","D014815","Vitamins"
"2136","Dihydrotachysterol","D050071","Bone Density Conservation Agents"
"2137","mequitazine","D006634","Histamine H1 Antagonists"
"2138","Atazanavir","D017320","HIV Protease Inhibitors"
"2139","Atazanavir","D019380","Anti-HIV Agents"
"2140","fludarabine","D000970","Antineoplastic Agents"
"2141","Perhexiline","D002121","Calcium Channel Blockers"
"2142","Perhexiline","D002317","Cardiovascular Agents"
"2143","Perhexiline","D014665","Vasodilator Agents"
"2144","Diphenhydramine","D000779","Anesthetics, Local"
"2145","Diphenhydramine","D000932","Antiemetics"
"2146","Diphenhydramine","D006634","Histamine H1 Antagonists"
"2147","Diphenhydramine","D006993","Hypnotics and Sedatives"
"2148","Diphenhydramine","D018926","Anti-Allergic Agents"
"2149","atorvastatin","D000924","Anticholesteremic Agents"
"2150","atorvastatin","D019161","Hydroxymethylglutaryl-CoA Reductase Inhibitors"
"2151","Deslanoside","D000889","Anti-Arrhythmia Agents"
"2152","Deslanoside","D002316","Cardiotonic Agents"
"2153","Deslanoside","D004791","Enzyme Inhibitors"
"2154","Vigabatrin","D000927","Anticonvulsants"
"2155","Vigabatrin","D004791","Enzyme Inhibitors"
"2156","Vigabatrin","D018682","GABA Agents"
"2157","Diphenoxylate","D000701","Analgesics, Opioid"
"2158","Diphenoxylate","D000930","Antidiarrheals"
"2159","Streptomycin","D000900","Anti-Bacterial Agents"
"2160","Streptomycin","D011500","Protein Synthesis Inhibitors"
"2161","orlistat","D004791","Enzyme Inhibitors"
"2162","orlistat","D019440","Anti-Obesity Agents"
"2163","emedastine","D006634","Histamine H1 Antagonists"
"2164","emedastine","D018926","Anti-Allergic Agents"
"2165","Pilocarpine","D008916","Miotics"
"2166","Pilocarpine","D018721","Muscarinic Agonists"
"2167","Benzocaine","D000779","Anesthetics, Local"
"2168","Primaquine","D000962","Antimalarials"
"2169","Iloprost","D010975","Platelet Aggregation Inhibitors"
"2170","Iloprost","D014665","Vasodilator Agents"
"2171","butenafine","D000935","Antifungal Agents"
"2172","Ouabain","D002316","Cardiotonic Agents"
"2173","Ouabain","D004791","Enzyme Inhibitors"
"2174","fluvastatin","D000924","Anticholesteremic Agents"
"2175","fluvastatin","D019161","Hydroxymethylglutaryl-CoA Reductase Inhibitors"
"2176","Oxamniquine","D012556","Schistosomicides"
"2177","leflunomide","D004791","Enzyme Inhibitors"
"2178","leflunomide","D007166","Immunosuppressive Agents"
"2179","leflunomide","D018501","Antirheumatic Agents"
"2180","rosuvastatin","D019161","Hydroxymethylglutaryl-CoA Reductase Inhibitors"
"2181","Flucytosine","D000935","Antifungal Agents"
"2182","Flucytosine","D000963","Antimetabolites"
"2183","Pimozide","D014150","Antipsychotic Agents"
"2184","Pimozide","D018492","Dopamine Antagonists"
"2185","Pimozide","D018726","Anti-Dyskinesia Agents"
"2186","capecitabine","D000964","Antimetabolites, Antineoplastic"
"2187","arbutamine","D000318","Adrenergic beta-Agonists"
"2188","arbutamine","D002316","Cardiotonic Agents"
"2189","Quinacrine","D000923","Anticestodal Agents"
"2190","Quinacrine","D000962","Antimalarials"
"2191","Quinacrine","D000969","Antinematodal Agents"
"2192","Quinacrine","D000970","Antineoplastic Agents"
"2193","Quinacrine","D004791","Enzyme Inhibitors"
"2194","Sertraline","D000928","Antidepressive Agents"
"2195","Sertraline","D017367","Serotonin Uptake Inhibitors"
"2196","sibutramine","D000928","Antidepressive Agents"
"2197","sibutramine","D001067","Appetite Depressants"
"2198","levocabastine","D039563","Histamine H1 Antagonists, Non-Sedating"
"2199","trilostane","D000021","Abortifacient Agents, Steroidal"
"2200","trilostane","D000970","Antineoplastic Agents"
"2201","trilostane","D004791","Enzyme Inhibitors"
"2202","Heparin","D000925","Anticoagulants"
"2203","Heparin","D005343","Fibrinolytic Agents"
"2204","Miconazole","D000935","Antifungal Agents"
"2205","Miconazole","D058888","14-alpha Demethylase Inhibitors"
"2206","Cefuroxime","D000900","Anti-Bacterial Agents"
"2207","Papaverine","D010726","Phosphodiesterase Inhibitors"
"2208","Papaverine","D014665","Vasodilator Agents"
"2209","Papaverine","D064804","Urological Agents"
"2210","Nifedipine","D002121","Calcium Channel Blockers"
"2211","Nifedipine","D014665","Vasodilator Agents"
"2212","Nifedipine","D015149","Tocolytic Agents"
"2213","Trimethaphan","D000759","Adjuvants, Anesthesia"
"2214","Trimethaphan","D000959","Antihypertensive Agents"
"2215","Trimethaphan","D005730","Ganglionic Blockers"
"2216","Trimethaphan","D018733","Nicotinic Antagonists"
"2217","Atovaquone","D000890","Anti-Infective Agents"
"2218","Atovaquone","D000962","Antimalarials"
"2219","Atovaquone","D004791","Enzyme Inhibitors"
"2220","Amiodarone","D000889","Anti-Arrhythmia Agents"
"2221","Amiodarone","D004791","Enzyme Inhibitors"
"2222","Amiodarone","D014665","Vasodilator Agents"
"2223","Diazoxide","D000959","Antihypertensive Agents"
"2224","Diazoxide","D014665","Vasodilator Agents"
"2225","Gliclazide","D007004","Hypoglycemic Agents"
"2226","Proflavine","D000891","Anti-Infective Agents, Local"
"2227","Tolbutamide","D007004","Hypoglycemic Agents"
"2228","Dutasteride","D058891","5-alpha Reductase Inhibitors"
"2229","Dutasteride","D064804","Urological Agents"
"2230","Econazole","D000935","Antifungal Agents"
"2231","Econazole","D058888","14-alpha Demethylase Inhibitors"
"2232","bicalutamide","D000726","Androgen Antagonists"
"2233","bicalutamide","D000970","Antineoplastic Agents"
"2234","rabeprazole","D000897","Anti-Ulcer Agents"
"2235","rabeprazole","D054328","Proton Pump Inhibitors"
"2236","prednicarbate","D000893","Anti-Inflammatory Agents"
"2237","prednicarbate","D005938","Glucocorticoids"
"2238","Proguanil","D000962","Antimalarials"
"2239","Proguanil","D000963","Antimetabolites"
"2240","pioglitazone","D007004","Hypoglycemic Agents"
"2241","Tiludronate","D050071","Bone Density Conservation Agents"
"2242","doxacurium","D003473","Neuromuscular Nondepolarizing Agents"
"2243","doxacurium","N0000000999","Drug Hypersensitivity"
"2244","doxacurium","N0000002303","Paralysis"
"2245","doxacurium","N0000003064","Unconsciousness"
"2246","doxacurium","N0000006705","doxacurium"
"2247","doxacurium","N0000175718","Cholinergic Neuromuscular Nicotinic Antagonists"
"2248","doxacurium","N0000175703","Competitive Cholinergic Nicotinic Antagonists"
"2249","doxacurium","N0000008953","Decreased Striated Muscle Contraction"
"2250","carvedilol","D000319","Adrenergic beta-Antagonists"
"2251","carvedilol","D000959","Antihypertensive Agents"
"2252","carvedilol","D014665","Vasodilator Agents"
"2253","carvedilol","D058668","Adrenergic alpha-1 Receptor Antagonists"
"2254","Levofloxacin","D000892","Anti-Infective Agents, Urinary"
"2255","Levofloxacin","D000900","Anti-Bacterial Agents"
"2256","Levofloxacin","D059005","Topoisomerase II Inhibitors"
"2257","Sulfinpyrazone","D014528","Uricosuric Agents"
"2258","Cefadroxil","D000900","Anti-Bacterial Agents"
"2259","micafungin","D000935","Antifungal Agents"
"2260","Doxepin","D000929","Antidepressive Agents, Tricyclic"
"2261","Doxepin","D006633","Histamine Antagonists"
"2262","Amifostine","D011837","Radiation-Protective Agents"
"2263","Cloxacillin","D000900","Anti-Bacterial Agents"
"2264","Flavoxate","D010276","Parasympatholytics"
"2265","Flavoxate","D064804","Urological Agents"
"2266","nefazodone","D018687","Antidepressive Agents, Second-Generation"
"2267","cefprozil","D000900","Anti-Bacterial Agents"
"2268","Desipramine","D000929","Antidepressive Agents, Tricyclic"
"2269","Desipramine","D004791","Enzyme Inhibitors"
"2270","Desipramine","D018759","Adrenergic Uptake Inhibitors"
"2271","sertaconazole","D000935","Antifungal Agents"
"2272","Thiamylal","D006993","Hypnotics and Sedatives"
"2273","Thiamylal","D018686","Anesthetics, Intravenous"
"2274","Thiamylal","D018757","GABA Modulators"
"2275","gemifloxacin","D000900","Anti-Bacterial Agents"
"2276","gemifloxacin","D059005","Topoisomerase II Inhibitors"
"2277","Bupropion","D018687","Antidepressive Agents, Second-Generation"
"2278","Bupropion","D018765","Dopamine Uptake Inhibitors"
"2279","Trimetrexate","D000935","Antifungal Agents"
"2280","Trimetrexate","D000964","Antimetabolites, Antineoplastic"
"2281","Trimetrexate","D005493","Folic Acid Antagonists"
"2282","bretylium","D000889","Anti-Arrhythmia Agents"
"2283","Halothane","D018685","Anesthetics, Inhalation"
"2284","Dinoprost","D000020","Abortifacient Agents, Nonsteroidal"
"2285","Dinoprost","D010120","Oxytocics"
"2286","Dinoprost","G02AD","Prostaglandins"
"2287","chloroprocaine","D000779","Anesthetics, Local"
"2288","Terazosin","D058668","Adrenergic alpha-1 Receptor Antagonists"
"2289","Terazosin","D064804","Urological Agents"
"2290","Calcium","N0000175901","Calcium"
"2291","Calcium","N0000175597","Phosphate Binder"
"2292","Calcium","N0000175597","Phosphate Binder"
"2293","Calcium","N0000175901","Calcium"
"2294","Calcium","N0000006512","Calcium"
"2295","Calcium","N0000006512","Calcium"
"2296","Calcium","N0000006512","Calcium"
"2297","Calcium","N0000020074","Phosphate Chelating Activity"
"2298","Calcium","N0000020074","Phosphate Chelating Activity"
"2299","Ofloxacin","D000892","Anti-Infective Agents, Urinary"
"2300","Ofloxacin","D000900","Anti-Bacterial Agents"
"2301","Ofloxacin","D059005","Topoisomerase II Inhibitors"
"2302","cilostazol","D001993","Bronchodilator Agents"
"2303","cilostazol","D005343","Fibrinolytic Agents"
"2304","cilostazol","D010975","Platelet Aggregation Inhibitors"
"2305","cilostazol","D014665","Vasodilator Agents"
"2306","cilostazol","D018696","Neuroprotective Agents"
"2307","cilostazol","D058987","Phosphodiesterase 3 Inhibitors"
"2308","Itraconazole","D000935","Antifungal Agents"
"2309","Itraconazole","D058888","14-alpha Demethylase Inhibitors"
"2310","Procarbazine","D000970","Antineoplastic Agents"
"2311","Arsenic","N0000000999","Drug Hypersensitivity"
"2312","Arsenic","N0000003270","Leukemia, Promyelocytic, Acute"
"2313","Arsenic","N0000010195","Pregnancy"
"2314","Arsenic","N0000166177","Arsenic"
"2315","Arsenic","N0000009915","Unknown Cellular or Molecular Interaction"
"2316","Arsenic","N0000008576","Decreased DNA Integrity"
"2317","Guanethidine","D000959","Antihypertensive Agents"
"2318","Guanethidine","D013565","Sympatholytics"
"2319","Guanethidine","D018663","Adrenergic Agents"
"2320","Moclobemide","D000928","Antidepressive Agents"
"2321","Moclobemide","D008996","Monoamine Oxidase Inhibitors"
"2322","Kanamycin","D000900","Anti-Bacterial Agents"
"2323","Kanamycin","D011500","Protein Synthesis Inhibitors"
"2324","Orphenadrine","D000978","Antiparkinson Agents"
"2325","Orphenadrine","D009125","Muscle Relaxants, Central"
"2326","Orphenadrine","D010276","Parasympatholytics"
"2327","Orphenadrine","D018727","Muscarinic Antagonists"
"2328","Phenobarbital","D000927","Anticonvulsants"
"2329","Phenobarbital","D006993","Hypnotics and Sedatives"
"2330","Phenobarbital","D018691","Excitatory Amino Acid Antagonists"
"2331","Phenobarbital","D018757","GABA Modulators"
"2332","Escitalopram","D017367","Serotonin Uptake Inhibitors"
"2333","Escitalopram","D018687","Antidepressive Agents, Second-Generation"
"2334","Cyclizine","D000932","Antiemetics"
"2335","Cyclizine","D006634","Histamine H1 Antagonists"
"2336","Idarubicin","D000903","Antibiotics, Antineoplastic"
"2337","Idarubicin","D059005","Topoisomerase II Inhibitors"
"2338","Chlormezanone","D009125","Muscle Relaxants, Central"
"2339","Chlormezanone","D014151","Anti-Anxiety Agents"
"2340","podofilox","D000972","Antineoplastic Agents, Phytogenic"
"2341","podofilox","D007641","Keratolytic Agents"
"2342","podofilox","D050257","Tubulin Modulators"
"2343","Ifosfamide","D018906","Antineoplastic Agents, Alkylating"
"2344","Propafenone","D000889","Anti-Arrhythmia Agents"
"2345","Propafenone","D061567","Voltage-Gated Sodium Channel Blockers"
"2346","Naloxone","D009292","Narcotic Antagonists"
"2347","Domperidone","D000932","Antiemetics"
"2348","Domperidone","D018492","Dopamine Antagonists"
"2349","Fluoxymesterone","D045930","Anabolic Agents"
"2350","Pergolide","D018491","Dopamine Agonists"
"2351","Iophendylate","D003287","Contrast Media"
"2352","ciclopirox","D000935","Antifungal Agents"
"2353","desflurane","D018685","Anesthetics, Inhalation"
"2354","Clindamycin","D000900","Anti-Bacterial Agents"
"2355","Clindamycin","D011500","Protein Synthesis Inhibitors"
"2356","Dexfenfluramine","D017366","Serotonin Receptor Agonists"
"2357","Oxymorphone","D000701","Analgesics, Opioid"
"2358","Oxymorphone","D000759","Adjuvants, Anesthesia"
"2359","Oxymorphone","D009294","Narcotics"
"2360","Acebutolol","D000889","Anti-Arrhythmia Agents"
"2361","Acebutolol","D000959","Antihypertensive Agents"
"2362","Acebutolol","D013566","Sympathomimetics"
"2363","Acebutolol","D058671","Adrenergic beta-1 Receptor Antagonists"
"2364","brinzolamide","D002257","Carbonic Anhydrase Inhibitors"
"2365","Flecainide","D000889","Anti-Arrhythmia Agents"
"2366","Flecainide","D061567","Voltage-Gated Sodium Channel Blockers"
"2367","Estramustine","D018906","Antineoplastic Agents, Alkylating"
"2368","Estramustine","D018931","Antineoplastic Agents, Hormonal"
"2369","Captopril","D000806","Angiotensin-Converting Enzyme Inhibitors"
"2370","Captopril","D000959","Antihypertensive Agents"
"2371","zopiclone","D006993","Hypnotics and Sedatives"
"2372","Tubocurarine","D003473","Neuromuscular Nondepolarizing Agents"
"2373","Tubocurarine","D018733","Nicotinic Antagonists"
"2374","Bromocriptine","D000978","Antiparkinson Agents"
"2375","Bromocriptine","D006727","Hormone Antagonists"
"2376","Bromocriptine","D018491","Dopamine Agonists"
"2377","rifapentine","D000904","Antibiotics, Antitubercular"
"2378","rifapentine","D007917","Leprostatic Agents"
"2379","Levetiracetam","D000927","Anticonvulsants"
"2380","Levetiracetam","D018697","Nootropic Agents"
"2381","Nadolol","D000319","Adrenergic beta-Antagonists"
"2382","Nadolol","D000889","Anti-Arrhythmia Agents"
"2383","Nadolol","D000959","Antihypertensive Agents"
"2384","Nadolol","D013565","Sympatholytics"
"2385","Mitoxantrone","D000700","Analgesics"
"2386","Mitoxantrone","D000970","Antineoplastic Agents"
"2387","Mitoxantrone","D059005","Topoisomerase II Inhibitors"
"2388","Flumazenil","D000931","Antidotes"
"2389","Flumazenil","D018757","GABA Modulators"
"2390","Lomustine","D018906","Antineoplastic Agents, Alkylating"
"2391","sparfloxacin","D000995","Antitubercular Agents"
"2392","sparfloxacin","D059005","Topoisomerase II Inhibitors"
"2393","dezocine","D000701","Analgesics, Opioid"
"2394","Levobunolol","D000319","Adrenergic beta-Antagonists"
"2395","Levobunolol","D013565","Sympatholytics"
"2396","Clarithromycin","D000900","Anti-Bacterial Agents"
"2397","Clarithromycin","D011500","Protein Synthesis Inhibitors"
"2398","Ceftriaxone","D000900","Anti-Bacterial Agents"
"2399","fomepizole","D000931","Antidotes"
"2400","Metipranolol","D000319","Adrenergic beta-Antagonists"
"2401","Metipranolol","D000889","Anti-Arrhythmia Agents"
"2402","Metipranolol","D000959","Antihypertensive Agents"
"2403","Metipranolol","D013565","Sympatholytics"
"2404","Estazolam","D000927","Anticonvulsants"
"2405","Estazolam","D014151","Anti-Anxiety Agents"
"2406","Estazolam","D018757","GABA Modulators"
"2407","Finasteride","D058891","5-alpha Reductase Inhibitors"
"2408","Finasteride","D064804","Urological Agents"
"2409","anastrozole","D018931","Antineoplastic Agents, Hormonal"
"2410","anastrozole","D047072","Aromatase Inhibitors"
"2411","halofantrine","D000962","Antimalarials"
"2412","Dantrolene","D009125","Muscle Relaxants, Central"
"2413","rifaximin","D000890","Anti-Infective Agents"
"2414","rifaximin","D005765","Gastrointestinal Agents"
"2415","Ketamine","D000700","Analgesics"
"2416","Ketamine","D000778","Anesthetics, Dissociative"
"2417","Ketamine","D018691","Excitatory Amino Acid Antagonists"
"2418","Budesonide","D000893","Anti-Inflammatory Agents"
"2419","Budesonide","D001993","Bronchodilator Agents"
"2420","Budesonide","D005938","Glucocorticoids"
"2421","Aminophylline","D001993","Bronchodilator Agents"
"2422","Aminophylline","D002316","Cardiotonic Agents"
